name,institution,course_url,course_id,reviews,reviewers,date_reviews,rating,count of words,University,month,year,mth-year,year-month,reviews split,language
Основы разработки на C++: белый пояс,Moscow Institute of Physics and Technology,https://www.coursera.org/learn/c-plus-plus-white,c-plus-plus-white,"A good course allows you to learn most of the foundations of Yap, but this course is not their those in which you can solve the tasks for the week in one day, here you need 2-3 pm per week in order to take dedlamine on time. ",By Волков П Е ,2019-10-22,5.0,38,Business est,10,2019,Oct-2019,2019-10,,ru
Основы разработки на C++: белый пояс,Moscow Institute of Physics and Technology,https://www.coursera.org/learn/c-plus-plus-white,c-plus-plus-white,"The course is good, helps to improve the skills of the novice programmer; He strongly helps forum. There are some little sins from the course) The material is optimal, the style of the presentation is good. ",By Хабибуллин С М,2019-07-07,5.0,22,Business est,7,2019,Jul-2019,2019-07,,ru
Основы разработки на C++: белый пояс,Moscow Institute of Physics and Technology,https://www.coursera.org/learn/c-plus-plus-white,c-plus-plus-white,Probably the best course on programming where the balance between theory and practice is just perfect. And the complexity of practical tasks is chosen just gorgeous! Thank you for such a course! ,By Astemir B,2018-09-26,5.0,26,Business est,9,2018,Sep-2018,2018-09,,ru
Основы разработки на C++: белый пояс,Moscow Institute of Physics and Technology,https://www.coursera.org/learn/c-plus-plus-white,c-plus-plus-white,"Excellent course! It's great that you can really get comfortable with tools and fill your hand on the challenges, but to just understand the theory. And of course, you don't want to stop on a white belt :) ",By Olga S,2018-04-11,5.0,28,Business est,4,2018,Apr-2018,2018-04,,ru
Основы разработки на C++: белый пояс,Moscow Institute of Physics and Technology,https://www.coursera.org/learn/c-plus-plus-white,c-plus-plus-white,An excellent course for those who are just starting to explore programming. Interesting tasks are forced to move the brains! Thanks to everyone who participated in the creation of this material! ,By Лойко Е А,2017-07-31,5.0,23,Business est,7,2017,Jul-2017,2017-07,,ru
Основы разработки на C++: белый пояс,Moscow Institute of Physics and Technology,https://www.coursera.org/learn/c-plus-plus-white,c-plus-plus-white,"Excellent course. It will help to set the right direction of beginners in this language. Many practices, tests for testing material assimilation. Excellent lectures. Thanks to authors and teachers! ",By Иван М,2020-05-20,5.0,22,Business est,5,2020,May-2020,2020-05,,ru
Основы разработки на C++: белый пояс,Moscow Institute of Physics and Technology,https://www.coursera.org/learn/c-plus-plus-white,c-plus-plus-white,The best course I saw. My only little free time for learning. Please do not close this material and provide more time on passage. ,By Паровой С В,2019-12-20,5.0,26,Business est,12,2019,Dec-2019,2019-12,,ru
Основы разработки на C++: белый пояс,Moscow Institute of Physics and Technology,https://www.coursera.org/learn/c-plus-plus-white,c-plus-plus-white,"A wonderful course that gives the concept of programming! Thanks to him, learn to understand the language, its logic, get valuable knowledge and skills! Thanks for such a good course! ",By Татьяна,2019-08-24,5.0,24,Business est,8,2019,Aug-2019,2019-08,,ru
Основы разработки на C++: белый пояс,Moscow Institute of Physics and Technology,https://www.coursera.org/learn/c-plus-plus-white,c-plus-plus-white,"Hello, only for the passage of the white belt, I understood the material more than 4 years of study at the institute. Where you were before :) Thank you very much, you are great, great! ",By Владимиров Н А,2019-12-21,5.0,28,Business est,12,2019,Dec-2019,2019-12,,ru
Основы разработки на C++: белый пояс,Moscow Institute of Physics and Technology,https://www.coursera.org/learn/c-plus-plus-white,c-plus-plus-white,"Knowledge are applied adequately, thinking heads have been actively (the grader, you are fire), impressions are pleasant. I mean, I will make a small pause and continue a specialization. ",By Котельников И В,2019-02-18,5.0,19,Business est,2,2019,Feb-2019,2019-02,,ru
Основы разработки на C++: белый пояс,Moscow Institute of Physics and Technology,https://www.coursera.org/learn/c-plus-plus-white,c-plus-plus-white,"The task with the square equation, it seems to me to scare after the entire first week block, because the information needed to solve is given in the video after this task ",By Калюх Е,2017-10-19,5.0,25,Business est,10,2017,Oct-2017,2017-10,,ru
Основы разработки на C++: белый пояс,Moscow Institute of Physics and Technology,https://www.coursera.org/learn/c-plus-plus-white,c-plus-plus-white,"An excellent course, I do not regret the time spent. The only drawback is perhaps this lack of clear conditions for performing some practical tasks. ",By Терёшкин С Е,2017-09-19,5.0,19,Business est,9,2017,Sep-2017,2017-09,,ru
