name,institution,course_url,course_id,reviews,reviewers,date_reviews,rating,count of words,University,month,year,mth-year,year-month,reviews split,language
Математика и Python для анализа данных,Moscow Institute of Physics and Technology,https://www.coursera.org/learn/mathematics-and-python,mathematics-and-python,"Everything is very successful in this course folded. There is a small ""but"", nevertheless, sometimes information is fed to the forward, and this can lose the thread of events. Some important things are worth lighting more. ",By Siarhey T,2016-03-22,5.0,30,Business est,3,2016,Mar-2016,2016-03,,ru
Математика и Python для анализа данных,Moscow Institute of Physics and Technology,https://www.coursera.org/learn/mathematics-and-python,mathematics-and-python,"The course is definitely good, but unfortunately not self-sufficient. Google accounted for a lot. No - very much. In principle, if it was not stated that the school knowledge of mathematics would not have been stated (which I had already forgotten with success), I would not have any complaints. The quality of execution is at the height. Practice is not enough, but I hope it will be more in the future. But the last week seemed oversaturated, it was not time trite, although he paid a lot of time. Another small minus, lecturers often simply read formulas instead of visualize show the essence. Control example - when the search for a minimum is shown on the example of Amoeba, more such visual explanations. In general, I do not regret the time and money. Thanks to Yandex and Mpht. Moving on) ",By Anatoly C,2016-03-07,5.0,109,Business est,3,2016,Mar-2016,2016-03,,ru
Математика и Python для анализа данных,Moscow Institute of Physics and Technology,https://www.coursera.org/learn/mathematics-and-python,mathematics-and-python,"The rate is designed, rather, to refresh the existing knowledge, with zero knowledge in programming or higher mathematics it will be hard. However, as a prologue of all specialization, it works well and describes the foundation necessary to pass the following courses. Many do not like that they do not explain everything here from scratch and not chew as a school. But if you do this, you will need two, or even three introductory courses. An option that has chosen the course creators is more optimal in my opinion. ",By Пушкарев Д В,2020-05-11,5.0,74,Business est,5,2020,May-2020,2020-05,,ru
Математика и Python для анализа данных,Moscow Institute of Physics and Technology,https://www.coursera.org/learn/mathematics-and-python,mathematics-and-python,"I will evaluate this course as a person with a good mat formation. I liked it, it was interesting and I quickly repeated the disciplines studied earlier, plus I received the first ideas about Python. Of course, this material will be little for people who do not have a mat of education, first need to study mathematics, and then proceed to data analysis. ",By Евсеев С К,2020-08-08,5.0,51,Business est,8,2020,Aug-2020,2020-08,,ru
Математика и Python для анализа данных,Moscow Institute of Physics and Technology,https://www.coursera.org/learn/mathematics-and-python,mathematics-and-python,"The best introductory course I saw. There are minor flaws in the presentation of the mathematical part, but it is nonsense compared with the clarity and completeness of the programmer's part and the abundance of examples. thanks ",By Gleb D,2018-08-09,5.0,29,Business est,8,2018,Aug-2018,2018-08,,ru
Математика и Python для анализа данных,Moscow Institute of Physics and Technology,https://www.coursera.org/learn/mathematics-and-python,mathematics-and-python,"Good course. It's nice to remember the university mathematics, but the main thing is practical tasks, perhaps, they were most useful for me. ",By Gennadiy B,2020-01-09,5.0,19,Business est,1,2020,Jan-2020,2020-01,,ru
Математика и Python для анализа данных,Moscow Institute of Physics and Technology,https://www.coursera.org/learn/mathematics-and-python,mathematics-and-python,For a beginner is hard. I want a smoother transition from easy to easy. ,By Khityaev E,2020-05-13,5.0,11,Business est,5,2020,May-2020,2020-05,,ru
Математика и Python для анализа данных,Moscow Institute of Physics and Technology,https://www.coursera.org/learn/mathematics-and-python,mathematics-and-python,"Excellent makes you remember the university and resembles the basic concepts of matanalya, linear algebra, probability theory and statistics. Available language, compressed and understandable (almost everywhere). True, due to a compressed format of lectures, it is sometimes necessary to contact external sources, but this is only a ""plus"" if you are aimed at development, and not just getting a certificate. Interesting practical tasks and tests deepen understanding and make it seem to take a fresh look at, it would seem that understood things and concepts. The work also helps - and as an improvement in the professional analyst skills and as an additional development as a whole. For those who never programmed and did not study the Matan / ruler / Terver can be difficult to learn, combining full-time student at work. ",By Кузьмин Ю,2017-06-25,5.0,104,Business est,6,2017,Jun-2017,2017-06,,ru
Математика и Python для анализа данных,Moscow Institute of Physics and Technology,https://www.coursera.org/learn/mathematics-and-python,mathematics-and-python,"In training in the framework of this course, I liked everything. There is one nuance - I start at all with ""0"". 11 years ago, he graduated from the Fiztee UPI and since then the profession did not work, now I start all over again. There is no experience in programming at all, so it would be great to increase the amount of information on programming, as such. I understand that there are no newcomers for such training, but maybe for zero users you will make supplemented with a large number of programming information, tasks for programming technique, to optimize code, etc. in the rest, I liked everything. I go further on the following courses. ",By Породнова М А,2018-07-19,5.0,94,Business est,7,2018,Jul-2018,2018-07,,ru
Математика и Python для анализа данных,Moscow Institute of Physics and Technology,https://www.coursera.org/learn/mathematics-and-python,mathematics-and-python,"Excellent course from the best university of our country (MFT) and the best IT company of the Russian Federation (Yandex)! I will note the high concentration of knowledge - I had to ""remember everything"" from university courses: Mat. Analysis, linear algebra, mat. Statistics, theory of probability, optimization methods, as well as study a lot of things that did not know before. Sometimes it was very difficult, but but excitement and exciting, thank you so much! Separate gratitude to all teachers and course developers, as well as mentors who patiently answered questions on the forum. I was particularly helped by the recommendations of Alexey Zakoyna, thanks! ",By Nataliya V,2020-04-06,5.0,78,Business est,4,2020,Apr-2020,2020-04,,ru
Математика и Python для анализа данных,Moscow Institute of Physics and Technology,https://www.coursera.org/learn/mathematics-and-python,mathematics-and-python,"Thanks for the course! Ideal for those who studied mathematics at the university, listening to the ""one ear"" and really not going into the details. I had the case, because I just didn't understand why all these matrices can need, vectors, except for fundamental theoretical studies that interest me little. It turned out that it can be useful in practice. The course refreshes the forgotten formulas and concepts in memory. However, due to the maximum brevity and conciseness of presentation, some things remain not clear and have to contact additional sources, but it is quite normal. ",By Олешко,2016-11-07,5.0,86,Business est,11,2016,Nov-2016,2016-11,,ru
Математика и Python для анализа данных,Moscow Institute of Physics and Technology,https://www.coursera.org/learn/mathematics-and-python,mathematics-and-python,"The course is good. I helped remember that I forgot since the university. But I often caught myself thinking that if I had to not remember, but to study all the material from scratch, it would be difficult. Tasks are interesting and perfectly return to a fun state when you simultaneously know what you need to do in general, and stay on any little things, like the squares instead of Russian letters, and forced to revise lectures again and again, because you remember exactly what That was explained to what to do that it did not happen, but you, of course, missed. ",By Dasha S,2016-08-15,5.0,89,Business est,8,2016,Aug-2016,2016-08,,ru
Математика и Python для анализа данных,Moscow Institute of Physics and Technology,https://www.coursera.org/learn/mathematics-and-python,mathematics-and-python,"The course liked the feed density and at the same time availability. Just explain complex things. And it is also great that everything about what you can tell you to download - programming programs or abstracts in mathematics, quietly then disassemble in detail. At the university, it seemed to say the same theory, but many details, and did not tell why this is all and for what. Here, everything is the opposite - emphasis on practical application without the proof of theorems and extra words and terms. Oh where you were 15 years ago .. ",By Сафронов К Н,2018-01-23,5.0,75,Business est,1,2018,Jan-2018,2018-01,,ru
Математика и Python для анализа данных,Moscow Institute of Physics and Technology,https://www.coursera.org/learn/mathematics-and-python,mathematics-and-python,"I would like more examples of solving problems. T.K. It is difficult to solve some tasks in tests, especially according to statistics. And the advice seems to ""try this distribution"" do not help, because You have not solved any tasks for distribution before. It is possible that you can google and rummage in Wikipedia, but in my presentation of the course materials should be enough for elementary tasks. In general ... My opinion is worth adding examples of solving various tasks in lectures abstracts . ",By Sholonik V S,2017-07-29,5.0,67,Business est,7,2017,Jul-2017,2017-07,,ru
Математика и Python для анализа данных,Moscow Institute of Physics and Technology,https://www.coursera.org/learn/mathematics-and-python,mathematics-and-python,"Excellent course. Of course, some (yes, what is there - almost all) themes would like to consider on deeper, but it is clear that it is impossible to make an immense. In any case, this specialization I like much more than a similar course from Yandex + HSE. There really nothing is clear (except for mechanically performed homework performed practically without understanding what is being done and why), and for all questions, the forum inhabitants send to Shad. I hope that it will be no less interesting. ",By Aleksey S,2016-03-24,5.0,69,Business est,3,2016,Mar-2016,2016-03,,ru
