name,institution,course_url,course_id,reviews,reviewers,date_reviews,rating,count of words,University,month,year,mth-year,year-month,reviews split,language
Основы программирования на Python,National Research University Higher School of Economics,https://www.coursera.org/learn/python-osnovy-programmirovaniya,python-osnovy-programmirovaniya,There were really interesting tasks. And by the way I still learned something new) ,By Гуслянников С В,2020-08-15,4.0,15,University,8,2020,Aug-2020,2020-08,,ru
Основы программирования на Python,National Research University Higher School of Economics,https://www.coursera.org/learn/python-osnovy-programmirovaniya,python-osnovy-programmirovaniya,"An excellent course, only the OOP is better to remove and make a separate course. Very difficult. ",By Никонорова Е А,2019-03-12,4.0,13,University,3,2019,Mar-2019,2019-03,,ru
Основы программирования на Python,National Research University Higher School of Economics,https://www.coursera.org/learn/python-osnovy-programmirovaniya,python-osnovy-programmirovaniya,Well explains everything is available. Only I did not understand how to attach tasks. ,By Мұратова Д М,2020-09-27,4.0,12,University,9,2020,Sep-2020,2020-09,,ru
Основы программирования на Python,National Research University Higher School of Economics,https://www.coursera.org/learn/python-osnovy-programmirovaniya,python-osnovy-programmirovaniya,There are a lot of strange tasks that will not be useful in real life. ,By tixon1501,2020-05-09,4.0,10,University,5,2020,May-2020,2020-05,,ru
Основы программирования на Python,National Research University Higher School of Economics,https://www.coursera.org/learn/python-osnovy-programmirovaniya,python-osnovy-programmirovaniya,"Everything is fine, except for some tasks that need to be modified. ",By Герасев А А,2019-07-27,4.0,9,University,7,2019,Jul-2019,2019-07,,ru
Основы программирования на Python,National Research University Higher School of Economics,https://www.coursera.org/learn/python-osnovy-programmirovaniya,python-osnovy-programmirovaniya,"A lot of practices, which is very good, but the theory is filed by some Kutsus. ",By Nadya B,2020-09-20,4.0,11,University,9,2020,Sep-2020,2020-09,,ru
Основы программирования на Python,National Research University Higher School of Economics,https://www.coursera.org/learn/python-osnovy-programmirovaniya,python-osnovy-programmirovaniya,Many mistakes have not yet been corrected in the testing program. ,By Рудак Г П,2020-02-19,4.0,10,University,2,2020,Feb-2020,2020-02,,ru
Основы программирования на Python,National Research University Higher School of Economics,https://www.coursera.org/learn/python-osnovy-programmirovaniya,python-osnovy-programmirovaniya,"The last week was difficult, but otherwise everything is cool! ",By Володин Д А,2020-05-11,4.0,9,University,5,2020,May-2020,2020-05,,ru
Основы программирования на Python,National Research University Higher School of Economics,https://www.coursera.org/learn/python-osnovy-programmirovaniya,python-osnovy-programmirovaniya,At the end of the task were quite complicated for beginners. ,By Нестерова И В,2019-02-15,4.0,8,University,2,2019,Feb-2019,2019-02,,ru
Основы программирования на Python,National Research University Higher School of Economics,https://www.coursera.org/learn/python-osnovy-programmirovaniya,python-osnovy-programmirovaniya,"The setting of some tasks is too ""troubled"". ",By Артем,2020-08-16,4.0,5,University,8,2020,Aug-2020,2020-08,,ru
